pdbID	chainID	DESCRIPTION	VIRUS
7wt7	C	 Spike glycoprotein	SARS-CoV-2
7wt7	B	 Spike glycoprotein	SARS-CoV-2
7wt7	A	 Spike glycoprotein	SARS-CoV-2
8dt8	B	 Spike glycoprotein	SARS-CoV-2
8dt8	C	 Spike glycoprotein	SARS-CoV-2
8dt8	A	 Spike glycoprotein	SARS-CoV-2
8eoo	D	 Spike protein S1	SARS-CoV-2
8eoo	C	 Spike protein S1	SARS-CoV-2
7y6n	A	 Spike glycoprotein	SARS-CoV-2
7y6l	A	 Spike glycoprotein	SARS-CoV-2
8epq	C	 Spike glycoprotein	SARS-CoV-2
8epq	B	 Spike glycoprotein	SARS-CoV-2
8epq	A	 Spike glycoprotein	SARS-CoV-2
8epp	C	 Spike glycoprotein	SARS-CoV-2
8epp	B	 Spike glycoprotein	SARS-CoV-2
8epp	A	 Spike glycoprotein	SARS-CoV-2
8epn	C	 Spike glycoprotein	SARS-CoV-2
8epn	B	 Spike glycoprotein	SARS-CoV-2
8epn	A	 Spike glycoprotein	SARS-CoV-2
8j26	C	 Spike protein S1	SARS-CoV-2
8j1q	C	 Spike protein S1	SARS-CoV-2
8idn	A	 Spike protein S1	SARS-CoV-2
8bon	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
8bon	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
8bon	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
8gou	C	 Spike glycoprotein	SARS-CoV-2
8gou	B	 Spike glycoprotein	SARS-CoV-2
8gou	A	 Spike glycoprotein	SARS-CoV-2
7yvp	C	 Spike glycoprotein	SARS-CoV-2
7yvp	B	 Spike glycoprotein	SARS-CoV-2
7yvp	A	 Spike glycoprotein	SARS-CoV-2
7yvo	C	 Spike glycoprotein	SARS-CoV-2
7yvo	B	 Spike glycoprotein	SARS-CoV-2
7yvo	A	 Spike glycoprotein	SARS-CoV-2
7yvn	A	 Spike glycoprotein	SARS-CoV-2
7yvn	B	 Spike glycoprotein	SARS-CoV-2
7yvn	C	 Spike glycoprotein	SARS-CoV-2
7yvm	B	 Spike glycoprotein	SARS-CoV-2
7yvl	B	 Spike glycoprotein	SARS-CoV-2
7yvk	B	 Spike glycoprotein	SARS-CoV-2
7yvk	C	 Spike glycoprotein	SARS-CoV-2
7yvk	A	 Spike glycoprotein	SARS-CoV-2
7yvj	B	 Spike glycoprotein	SARS-CoV-2
7yvi	A	 Spike glycoprotein	SARS-CoV-2
7yvi	B	 Spike glycoprotein	SARS-CoV-2
7yvi	C	 Spike glycoprotein	SARS-CoV-2
7yvh	B	 Spike glycoprotein	SARS-CoV-2
7yvg	C	 Spike glycoprotein	SARS-CoV-2
7yvg	B	 Spike glycoprotein	SARS-CoV-2
7yvg	A	 Spike glycoprotein	SARS-CoV-2
7yvf	B	 Spike glycoprotein	SARS-CoV-2
7yve	A	 Spike glycoprotein	SARS-CoV-2
7yve	B	 Spike glycoprotein	SARS-CoV-2
7yve	C	 Spike glycoprotein	SARS-CoV-2
8e1g	B	 Spike protein S1	SARS-CoV-2
8e1g	A	 Spike protein S1	SARS-CoV-2
7ytn	C	 Spike protein S1	SARS-CoV-2
8smt	K	 Spike protein S1	SARS-CoV-2
8smt	G	 Spike protein S1	SARS-CoV-2
8smt	E	 Spike protein S1	SARS-CoV-2
8smt	C	 Spike protein S1	SARS-CoV-2
8aaa	A	 Spike protein S1	SARS-CoV-2
7z8o	A	 Spike protein S1	SARS-CoV-2
7yc5	C	 Spike glycoprotein	SARS-CoV-2
7yc5	B	 Spike glycoprotein	SARS-CoV-2
7yc5	A	 Spike glycoprotein	SARS-CoV-2
8cim	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
8cim	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
8cim	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
8elq	A	 Spike protein S1	SARS-CoV-2
8elp	A	 Spike protein S1	SARS-CoV-2
8elo	A	 Spike protein S1	SARS-CoV-2
7yco	A	 Spike protein S1	SARS-CoV-2
7ybi	C	 Spike glycoprotein	SARS-CoV-2
7ybi	B	 Spike glycoprotein	SARS-CoV-2
7ybi	A	 Spike glycoprotein	SARS-CoV-2
7ybj	C	 Spike glycoprotein	SARS-CoV-2
7ybj	B	 Spike glycoprotein	SARS-CoV-2
7ybj	A	 Spike glycoprotein	SARS-CoV-2
8gtq	C	 Spike glycoprotein	SARS-CoV-2
8gtq	B	 Spike glycoprotein	SARS-CoV-2
8gtq	A	 Spike glycoprotein	SARS-CoV-2
8gtp	C	 Spike glycoprotein	SARS-CoV-2
8gtp	B	 Spike glycoprotein	SARS-CoV-2
8gtp	A	 Spike glycoprotein	SARS-CoV-2
8gto	C	 Spike glycoprotein	SARS-CoV-2
8gto	B	 Spike glycoprotein	SARS-CoV-2
8gto	A	 Spike glycoprotein	SARS-CoV-2
7xd2	C	 Spike glycoprotein	SARS-CoV-2
7xd2	B	 Spike glycoprotein	SARS-CoV-2
7xd2	A	 Spike glycoprotein	SARS-CoV-2
7y1y	C	 Spike glycoprotein	SARS-CoV-2
7y1y	B	 Spike glycoprotein	SARS-CoV-2
7y1y	A	 Spike glycoprotein	SARS-CoV-2
7y1z	C	 Spike glycoprotein	SARS-CoV-2
7y1z	B	 Spike glycoprotein	SARS-CoV-2
7y1z	A	 Spike glycoprotein	SARS-CoV-2
7y6k	B	 Spike glycoprotein	SARS-CoV-2
8elj	C	 Spike glycoprotein	SARS-CoV-2
8elj	B	 Spike glycoprotein	SARS-CoV-2
8elj	A	 Spike glycoprotein	SARS-CoV-2
7yh7	C	 Spike glycoprotein	SARS-CoV-2
7yh7	B	 Spike glycoprotein	SARS-CoV-2
7yh7	A	 Spike glycoprotein	SARS-CoV-2
8el2	B	 Spike protein S1	SARS-CoV-2
8el2	A	 Spike protein S1	SARS-CoV-2
7yh6	A	 Spike protein S1	SARS-CoV-2
8cmb	C	 Spike protein S2'	SARS-CoV-2
8cmc	C	 Spike protein S2'	SARS-CoV-2
8cmd	I	 Spike protein S2'	SARS-CoV-2
8cmd	F	 Spike protein S2'	SARS-CoV-2
8cmd	C	 Spike protein S2'	SARS-CoV-2
7y72	C	 Spike glycoprotein	SARS-CoV-2
7y72	A	 Spike glycoprotein	SARS-CoV-2
7y71	C	 Spike glycoprotein	SARS-CoV-2
7y71	B	 Spike glycoprotein	SARS-CoV-2
7y71	A	 Spike glycoprotein	SARS-CoV-2
8dpz	B	 Spike protein S1	SARS-CoV-2
8dtk	A	 Spike protein S1	SARS-CoV-2
7ybm	C	 Spike glycoprotein	SARS-CoV-2
7ybm	B	 Spike glycoprotein	SARS-CoV-2
7ybm	A	 Spike glycoprotein	SARS-CoV-2
7ybh	C	 Spike glycoprotein	SARS-CoV-2
7ybh	B	 Spike glycoprotein	SARS-CoV-2
7ybh	A	 Spike glycoprotein	SARS-CoV-2
7ybl	C	 Spike glycoprotein	SARS-CoV-2
7ybl	B	 Spike glycoprotein	SARS-CoV-2
7ybl	A	 Spike glycoprotein	SARS-CoV-2
7y21	C	 Spike glycoprotein	SARS-CoV-2
7y21	B	 Spike glycoprotein	SARS-CoV-2
7y21	A	 Spike glycoprotein	SARS-CoV-2
7y20	C	 Spike glycoprotein	SARS-CoV-2
7y20	B	 Spike glycoprotein	SARS-CoV-2
7y20	A	 Spike glycoprotein	SARS-CoV-2
7yn0	C	 Spike glycoprotein	MERS-CoV
7yn0	B	 Spike glycoprotein	MERS-CoV
7yn0	A	 Spike glycoprotein	MERS-CoV
7ymz	C	 Spike glycoprotein	MERS-CoV
7ymz	B	 Spike glycoprotein	MERS-CoV
7ymz	A	 Spike glycoprotein	MERS-CoV
7ymy	C	 Spike glycoprotein	MERS-CoV
7ymy	B	 Spike glycoprotein	MERS-CoV
7ymy	A	 Spike glycoprotein	MERS-CoV
7ymx	C	 Spike glycoprotein	MERS-CoV
7ymx	B	 Spike glycoprotein	MERS-CoV
7ymx	A	 Spike glycoprotein	MERS-CoV
7ymw	C	 Spike glycoprotein	MERS-CoV
7ymw	B	 Spike glycoprotein	MERS-CoV
7ymw	A	 Spike glycoprotein	MERS-CoV
7ymv	C	 Spike glycoprotein	MERS-CoV
7ymv	B	 Spike glycoprotein	MERS-CoV
7ymv	A	 Spike glycoprotein	MERS-CoV
7ymt	C	 Spike glycoprotein	MERS-CoV
7ymt	B	 Spike glycoprotein	MERS-CoV
7ymt	A	 Spike glycoprotein	MERS-CoV
8a95	C	 SARS-CoV2 Trimeric Spike in 1-up conformation in complex with three Fab47	SARS-CoV-2
8a95	B	 SARS-CoV2 Trimeric Spike in 1-up conformation in complex with three Fab47	SARS-CoV-2
8a95	A	 SARS-CoV2 Trimeric Spike in 1-up conformation in complex with three Fab47	SARS-CoV-2
8sk5	A	 Spike protein S1	SARS-CoV-2
8iva	G	 Spike protein S1	SARS-CoV-2
8iv8	G	 Spike protein S1	SARS-CoV-2
8iv5	G	 Spike protein S1	SARS-CoV-2
8iv4	G	 Spike protein S1	SARS-CoV-2
8hr2	A	 Spike protein S1	SARS-CoV-2
8gf2	B	 Spike protein S1	SARS-CoV-2
8gf2	A	 Spike protein S1	SARS-CoV-2
8hfz	C	 Spike glycoprotein	SARS-CoV-2
8hfz	B	 Spike glycoprotein	SARS-CoV-2
8hfz	A	 Spike glycoprotein	SARS-CoV-2
8gnh	C	 Spike glycoprotein	SARS-CoV-2
8gnh	B	 Spike glycoprotein	SARS-CoV-2
8gnh	A	 Spike glycoprotein	SARS-CoV-2
8hfx	C	 Spike glycoprotein,Envelope glycoprotein	SARS-CoV-2
8hfx	B	 Spike glycoprotein,Envelope glycoprotein	SARS-CoV-2
8hfx	A	 Spike glycoprotein,Envelope glycoprotein	SARS-CoV-2
8ify	C	 Spike glycoprotein	SARS-CoV-2
8ify	B	 Spike glycoprotein	SARS-CoV-2
8ify	A	 Spike glycoprotein	SARS-CoV-2
8h7l	C	 Spike glycoprotein	SARS-CoV-2
8h7l	B	 Spike glycoprotein	SARS-CoV-2
8h7l	A	 Spike glycoprotein	SARS-CoV-2
8ifz	B	 Spike protein S1	SARS-CoV-2
8hg0	B	 Spike protein S1	SARS-CoV-2
7ybk	C	 Spike glycoprotein	SARS-CoV-2
7ybk	B	 Spike glycoprotein	SARS-CoV-2
7ybk	A	 Spike glycoprotein	SARS-CoV-2
7y0o	A	 Spike protein S1	SARS-CoV-2
7y0n	D	 Spike glycoprotein	SARS-CoV-2
7y0n	B	 Spike glycoprotein	SARS-CoV-2
7y0n	A	 Spike glycoprotein	SARS-CoV-2
7xy4	C	 Spike glycoprotein	SARS-CoV-2
7xy4	B	 Spike glycoprotein	SARS-CoV-2
7xy4	A	 Spike glycoprotein	SARS-CoV-2
7xy3	C	 Spike glycoprotein	SARS-CoV-2
7xy3	B	 Spike glycoprotein	SARS-CoV-2
7xy3	A	 Spike glycoprotein	SARS-CoV-2
8f0i	G	 Spike protein S1	SARS-CoV-2
8f0i	B	 Spike protein S1	SARS-CoV-2
8f0i	A	 Spike protein S1	SARS-CoV-2
8edf	A	 Spike protein S1	SARS-CoV-2
